,customer_id,product_id,type,brand,category,shop_category,date
103461,424582,297679,1,Acer,Notebook,Electronics,2018-02-22
142457,1493926,50599,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-04-09
60817,328091,286876,1,Lipton,Tea,Food,2018-02-22
152873,288610,260982,1,Jeans West,Jeans,Clothes,2018-04-06
140210,1442066,187919,1,DELL,Notebook,Electronics,2018-02-06
114259,1011863,138105,4,Other,Coat,Clothes,2018-04-07
122946,834282,168723,1,Apple,Phone,Electronics,2018-02-27
54195,1404864,132231,1,HLA,Coat,Clothes,2018-04-06
41393,1439648,230459,1,Huawei,Phone,Electronics,2018-02-19
147431,672129,231734,1,Other,Foundation Make-up,Beauty Makeup,2018-03-23
155458,257730,357387,1,Nikon,Digital Camera,Electronics,2018-02-01
171086,1243118,230459,1,Huawei,Phone,Electronics,2018-03-04
52855,324862,252292,1,Other,Eye Shadow,Beauty Makeup,2018-02-18
78465,74140,56655,1,Huawei,Phone,Electronics,2018-02-13
45396,604423,345134,1,Other,Coat,Clothes,2018-02-08
19698,53460,84152,1,Proya,Foundation Make-up,Beauty Makeup,2018-04-14
52825,650216,142751,1,Redmi,Phone,Electronics,2018-02-25
99652,692255,102908,1,Apple,Tablet,Electronics,2018-02-15
136379,905372,86559,1,OPPO,Phone,Electronics,2018-04-10
38498,857344,59840,1,Huawei,Tablet,Electronics,2018-02-27
160275,881126,219216,1,Olay,Eye Shadow,Beauty Makeup,2018-02-20
74057,782260,255545,4,illuma,Milk Power,Mother and Infant,2018-03-08
135033,1368699,60553,1,Huawei,Phone,Electronics,2018-04-15
84390,623690,51642,1,Other,Phone,Electronics,2018-03-19
67759,1173954,16222,1,Midea,Induction Cooker,Household Eletric Appliance,2018-04-07
181436,1335194,267068,1,UNIQLO,Coat,Clothes,2018-03-07
68113,518952,73007,1,Playboy,Coat,Clothes,2018-02-06
103264,1259153,231541,1,Proya,Foundation Make-up,Beauty Makeup,2018-03-01
128606,1262327,293152,1,Other,Facial Mask,Beauty Makeup,2018-04-06
172615,256985,70365,1,Apple,Phone,Electronics,2018-04-02
107017,1308018,91410,1,Quanyou,Sofa,Furniture,2018-02-12
133729,533519,158744,1,Other,Foundation Make-up,Beauty Makeup,2018-03-30
134004,196934,239391,1,Huawei,Phone,Electronics,2018-03-29
106737,168145,219925,1,DELL,Notebook,Electronics,2018-02-01
22679,122823,370756,1,Other,Facial Moisturizer,Beauty Makeup,2018-03-03
151304,683795,107079,1,Li-Ning,Badminton,Outdoor Sports,2018-03-09
142775,648245,60385,1,Other,Cookie,Food,2018-04-07
115600,614995,133204,1,Lenovo,Notebook,Electronics,2018-02-07
171945,1135952,18908,1,Other,Phone,Electronics,2018-03-09
2456,944152,230078,1,Lancome,Eye Shadow,Beauty Makeup,2018-04-14
115944,1368386,37626,1,Li-Ning,Basketball,Outdoor Sports,2018-04-14
52353,965576,373467,1,Huawei,Phone,Electronics,2018-04-02
114117,361502,354878,4,Other,Eye Shadow,Beauty Makeup,2018-03-03
111212,39533,8877,1,Jeans West,Jeans,Clothes,2018-02-06
51833,1555573,55671,1,Apple,Phone,Electronics,2018-02-19
158391,1422090,243345,1,Opple,Light,Furniture,2018-04-08
183510,1315587,291917,1,Apple,Phone,Electronics,2018-03-17
127118,746895,280229,1,Apple,Phone,Electronics,2018-03-06
9155,594117,217436,1,Other,Coat,Clothes,2018-04-13
130398,1395183,284327,1,Apple,Phone,Electronics,2018-04-08
159803,438460,56510,1,Quaker,Oatmeal,Food,2018-04-14
28874,377260,272515,1,Other,Candy,Food,2018-02-09
74648,522438,188765,4,Other,Facial Essence,Beauty Makeup,2018-02-20
155986,344717,11,1,Huawei,Tablet,Electronics,2018-02-01
153909,648770,102592,1,Acer,Notebook,Electronics,2018-03-17
59546,41917,351114,4,Baleno,Coat,Clothes,2018-02-12
104037,239913,321319,1,Other,Coat,Clothes,2018-04-08
40788,143411,144565,1,Lenovo,Notebook,Electronics,2018-02-04
105931,1093341,219410,1,Apple,Phone,Electronics,2018-03-17
38263,658879,337148,1,Apple,Phone,Electronics,2018-02-11
26044,1400741,104868,1,Danco,Cake,Food,2018-02-07
76363,1157224,113356,1,Huawei,Phone,Electronics,2018-03-26
161756,470501,182695,1,Other,Facial Moisturizer,Beauty Makeup,2018-04-02
133380,1227500,261379,1,Microsoft,Xbox,Electronics,2018-03-08
26715,591652,236793,1,Other,Phone,Electronics,2018-02-12
54278,436257,209055,1,Other,Cookie,Food,2018-03-19
55660,299731,358144,1,Apple,Phone,Electronics,2018-02-10
29444,1321377,320293,1,Huawei,Phone,Electronics,2018-03-17
151605,1417028,224177,1,Olay,Facial Essence,Beauty Makeup,2018-03-01
153672,470810,93319,1,PEACEBIRD,Coat,Clothes,2018-02-28
88311,836380,214208,1,Apple,Phone,Electronics,2018-02-23
63019,1413991,266248,1,Lipton,Tea,Food,2018-04-10
136002,1141451,213311,1,Other,Sunscreen Cream,Beauty Makeup,2018-04-14
52085,503341,152092,1,Other,Candy,Food,2018-02-02
97857,1310073,41014,3,Chow Taiseng,Necklace,Jewellery Accessories,2018-04-08
142386,855872,226856,1,Other,Milk,Food,2018-04-08
133404,65603,118420,1,Olay,Face Cream,Beauty Makeup,2018-02-05
2039,1191253,3012,1,DELL,Notebook,Electronics,2018-03-13
147147,678498,232245,1,Lenovo,Notebook,Electronics,2018-02-20
100317,862098,60102,1,Other,Candy,Food,2018-03-20
137790,84250,152487,1,Huawei,Phone,Electronics,2018-02-01
79946,469363,376437,1,Redmi,Phone,Electronics,2018-02-06
47405,1157599,256142,1,Apple,Tablet,Electronics,2018-03-19
171411,419701,12887,1,Apple,Phone,Electronics,2018-02-20
133742,822661,124755,1,Chow Taiseng,Necklace,Jewellery Accessories,2018-03-16
57992,79829,36077,1,LEDIN,Coat,Clothes,2018-02-07
82774,1001177,200568,1,Li-Ning,Football,Outdoor Sports,2018-04-10
28622,1425411,20838,1,Apple,Phone,Electronics,2018-02-26
161718,1299780,311877,1,Other,Foundation Make-up,Beauty Makeup,2018-03-22
31402,439393,97396,1,Li-Ning,Football,Outdoor Sports,2018-03-11
173660,1174008,19055,1,Huawei,Phone,Electronics,2018-02-16
145829,105543,151035,1,Lipton,Tea,Food,2018-03-19
174804,820406,43857,1,Lenovo,Notebook,Electronics,2018-03-31
36526,1456968,67496,1,Nikon,Digital Camera,Electronics,2018-02-12
40593,59502,216827,1,BE&CHERRY,Nut,Food,2018-03-08
61533,1219141,58868,1,Lipton,Tea,Food,2018-02-24
5978,16052,292337,1,Li-Ning,Badminton,Outdoor Sports,2018-02-04
73165,1284202,54462,1,Other,Coat,Clothes,2018-04-09
182835,901860,181122,1,Other,Coat,Clothes,2018-04-07
138251,638484,331659,1,Other,Facial Mask,Beauty Makeup,2018-03-01
73332,1373528,292153,1,Huawei,Phone,Electronics,2018-02-19
117869,331282,377315,1,Other,Coat,Clothes,2018-03-31
34805,579170,268840,1,Lipton,Tea,Food,2018-03-29
121941,989959,265257,1,Loreal,Perfume,Beauty Makeup,2018-04-08
144026,952342,76451,1,Other,Facial Mask,Beauty Makeup,2018-02-03
95698,379203,344088,3,Huawei,Phone,Electronics,2018-04-12
54729,673297,164550,1,Sony,Digital Camera,Electronics,2018-03-16
153999,1418992,325365,1,Huawei,Phone,Electronics,2018-04-03
152693,857167,27859,1,Microsoft,Xbox,Electronics,2018-04-13
169170,838513,206615,1,Li-Ning,Basketball,Outdoor Sports,2018-03-18
115908,597955,13724,1,Li-Ning,Football,Outdoor Sports,2018-03-04
28050,884330,306922,1,Other,Coat,Clothes,2018-03-11
111269,1140729,42687,1,Olay,Face Cream,Beauty Makeup,2018-03-08
68377,226577,202766,1,Huawei,Phone,Electronics,2018-02-06
42272,864230,297565,1,Other,Coat,Clothes,2018-03-17
119900,508441,145746,1,Kuka,Sofa,Furniture,2018-03-29
63855,443566,70057,1,Huawei,Phone,Electronics,2018-02-09
120903,292,255132,1,Apple,Phone,Electronics,2018-03-30
155691,1167966,31583,1,Huawei,Phone,Electronics,2018-02-05
123022,938491,77589,1,Redmi,Phone,Electronics,2018-04-12
117950,507079,66300,1,Olay,Lipstick,Beauty Makeup,2018-02-03
180440,126197,84152,1,Proya,Foundation Make-up,Beauty Makeup,2018-04-14
75995,1602637,218305,4,Innisfree,Perfume,Beauty Makeup,2018-03-31
133834,1536097,5190,1,Huawei,Phone,Electronics,2018-04-10
55961,188554,292923,1,Apple,Phone,Electronics,2018-02-26
104810,881119,71452,1,LEDIN,Coat,Clothes,2018-03-23
94453,485132,361698,3,Lays,Potatio Chips,Food,2018-04-12
29620,1220113,305406,1,H&M,Coat,Clothes,2018-02-24
43349,1369120,191835,1,Apple,Phone,Electronics,2018-03-29
94407,1443957,179182,5,Joyoung,Rice Cooker,Household Eletric Appliance,2018-02-14
85103,86421,332655,1,Huawei,Phone,Electronics,2018-03-06
41034,1585142,53323,1,Other,Coat,Clothes,2018-02-04
100639,938505,376526,1,Kuka,Bed,Furniture,2018-03-05
75169,658254,216170,4,Lipton,Tea,Food,2018-04-07
16809,405431,302656,1,Li-Ning,Football,Outdoor Sports,2018-04-09
84842,1405035,271598,1,Other,Coat,Clothes,2018-04-13
89976,1372479,123184,5,Sumsung,Phone,Electronics,2018-03-19
50341,547072,202742,1,Other,Phone,Electronics,2018-03-25
30170,23785,45680,4,illuma,Milk Power,Mother and Infant,2018-04-14
4552,603216,258625,1,HLA,Coat,Clothes,2018-02-13
151658,1599414,250802,1,Huawei,Phone,Electronics,2018-03-06
122640,1233333,70859,1,Apple,Phone,Electronics,2018-02-12
29151,671884,6422,1,Innisfree,Perfume,Beauty Makeup,2018-02-28
123564,1443453,356813,1,Other,Cookie,Food,2018-03-14
57617,1495355,47830,1,Nestle,Coffee,Food,2018-04-09
3795,1453945,197974,1,Other,Candy,Food,2018-03-16
147974,218117,136169,1,Other,Phone,Electronics,2018-02-03
61084,731825,95661,1,Opple,Light,Furniture,2018-02-27
183180,1073645,176209,1,DELL,Notebook,Electronics,2018-04-13
40289,1431672,73361,1,Other,Candy,Food,2018-04-04
12850,1175576,302041,1,Lipton,Tea,Food,2018-02-16
33242,271866,295424,1,Other,Face Cream,Beauty Makeup,2018-03-03
143920,147045,232515,1,Innisfree,Foundation Make-up,Beauty Makeup,2018-03-14
143129,210441,221662,1,Apple,Tablet,Electronics,2018-04-07
163549,903472,323255,1,ZARA,Coat,Clothes,2018-03-19
141199,1497014,229984,1,Apple,Tablet,Electronics,2018-02-06
68786,1573862,176401,1,Huawei,Phone,Electronics,2018-03-07
32692,826839,82723,1,Lipton,Tea,Food,2018-02-23
30340,786416,274887,4,LittleSwan,Washing Machine,Household Eletric Appliance,2018-03-15
104184,779240,284637,1,Other,Milk,Food,2018-02-27
89961,368891,109677,5,Redmi,Phone,Electronics,2018-03-27
73666,803039,134596,4,Midea,Refrigerator,Household Eletric Appliance,2018-02-20
66688,1539851,61209,1,Huawei,Phone,Electronics,2018-03-10
164419,1315139,264513,1,Huawei,Tablet,Electronics,2018-02-08
133587,787604,133199,1,Other,Candy,Food,2018-03-01
31077,1581034,223491,1,Apple,Phone,Electronics,2018-02-12
49513,704702,108659,1,LukFook,Ring,Jewellery Accessories,2018-04-08
4292,328665,291329,1,HP,Notebook,Electronics,2018-02-23
80220,409922,210815,1,Sony,Digital Camera,Electronics,2018-03-13
142307,41547,238780,1,Huawei,Tablet,Electronics,2018-03-14
141429,403813,286568,1,Apple,Phone,Electronics,2018-02-20
11615,1012051,218,1,H&M,Coat,Clothes,2018-03-05
35269,122019,261960,1,Sony,Digital Camera,Electronics,2018-02-28
143719,84395,261418,1,Other,Milk,Food,2018-02-06
125068,937581,105200,1,Huawei,Tablet,Electronics,2018-03-30
64364,1293313,38129,1,Huawei,Phone,Electronics,2018-04-09
669,101163,26001,1,Huawei,Phone,Electronics,2018-03-14
29363,1150105,342757,1,DELL,Notebook,Electronics,2018-02-20
37941,8893,156043,1,Other,Phone,Electronics,2018-02-11
111846,394735,258492,1,Apple,Phone,Electronics,2018-03-22
8213,1323541,204309,1,Haier,Refrigerator,Household Eletric Appliance,2018-03-08
49086,1047691,214297,1,Huawei,Phone,Electronics,2018-04-11
151629,530877,255993,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-03-19
8344,1419246,200628,1,Other,T Shirt,Clothes,2018-04-06
5229,1157328,265,1,Supor,Electric Kettle,Household Eletric Appliance,2018-02-06
132575,726020,132652,1,Other,Milk,Food,2018-02-06
139827,1607147,172956,1,Other,Nut,Food,2018-03-09
161952,1450122,1008,1,UNIQLO,Coat,Clothes,2018-02-13
9035,1216827,360078,1,illuma,Milk Power,Mother and Infant,2018-02-11
66949,647138,194439,1,Supor,Induction Cooker,Household Eletric Appliance,2018-02-28
23649,871981,318390,1,Apple,Tablet,Electronics,2018-03-02
107884,967179,245617,1,Other,Face Cream,Beauty Makeup,2018-04-07
71008,128811,153780,1,Innisfree,Lipstick,Beauty Makeup,2018-04-10
91968,555860,34233,5,Li-Ning,Football,Outdoor Sports,2018-03-19
149166,1028981,285695,1,Lipton,Tea,Food,2018-02-07
87222,745943,206988,1,Innisfree,Face Cream,Beauty Makeup,2018-02-25
114192,1060732,83032,4,Chow Taiseng,Necklace,Jewellery Accessories,2018-04-05
94099,391106,52518,3,Redmi,Phone,Electronics,2018-04-12
183176,331626,33505,1,Joyoung,Electric Kettle,Household Eletric Appliance,2018-04-03
19163,663583,361081,1,Lenovo,Notebook,Electronics,2018-03-15
157829,71092,74146,1,Other,Foundation Make-up,Beauty Makeup,2018-03-18
120189,488693,278022,1,PEACEBIRD,Coat,Clothes,2018-02-06
99855,445732,219681,1,Other,Coat,Clothes,2018-04-01
60137,1003154,191145,4,Estee Lauder,Lipstick,Beauty Makeup,2018-03-02
91601,1171095,219642,2,Other,Milk,Food,2018-03-01
107354,574687,319101,1,Other,Cookie,Food,2018-03-21
12434,809322,154860,1,HLA,Coat,Clothes,2018-03-06
145351,707593,170655,1,DELL,Notebook,Electronics,2018-03-29
74366,1547499,36474,4,Other,Foundation Make-up,Beauty Makeup,2018-03-13
45716,506809,136320,1,Lipton,Tea,Food,2018-03-17
35956,588171,338365,1,Other,Cookie,Food,2018-03-26
101711,100054,128093,1,Midea,Induction Cooker,Household Eletric Appliance,2018-02-12
100400,1418449,247008,1,Chow Tai Fook,Necklace,Jewellery Accessories,2018-02-20
80241,82679,33979,1,H&M,Coat,Clothes,2018-03-15
25187,129002,266849,1,Lipton,Tea,Food,2018-02-09
20853,819980,247221,1,HLA,Coat,Clothes,2018-03-17
94677,439506,187732,5,Midea,Washing Machine,Household Eletric Appliance,2018-02-18
33564,721619,32274,1,Apple,Phone,Electronics,2018-03-20
27611,1417024,293266,1,LukFook,Ring,Jewellery Accessories,2018-02-19
101289,351821,164058,1,Acer,Notebook,Electronics,2018-04-12
14353,528669,232914,4,Chow Tai Fook,Necklace,Jewellery Accessories,2018-03-22
20059,66346,188540,1,Other,Coat,Clothes,2018-03-20
32726,574239,12272,1,Midea,Refrigerator,Household Eletric Appliance,2018-02-25
179937,848049,293243,1,Other,Facial Essence,Beauty Makeup,2018-02-26
73336,94016,119262,1,Olay,Facial Essence,Beauty Makeup,2018-03-23
64590,1033066,245060,1,Other,Candy,Food,2018-03-09
5494,416241,85900,1,Other,Phone,Electronics,2018-04-08
34028,39288,252848,1,Lipton,Tea,Food,2018-03-20
27309,1282023,375884,1,Other,Coat,Clothes,2018-03-09
157943,1400021,345955,1,Huawei,Phone,Electronics,2018-03-30
117040,382557,215724,1,Kuka,Bed,Furniture,2018-02-07
129500,1553237,125872,1,Lipton,Tea,Food,2018-03-23
121998,473558,333314,1,Midea,Air Conditioner,Household Eletric Appliance,2018-04-01
105407,43648,148911,1,Quanyou,Sofa,Furniture,2018-03-23
9125,58650,289143,1,Huawei,Phone,Electronics,2018-04-07
72928,398810,327978,1,Lipton,Tea,Food,2018-02-23
15270,1426428,338771,4,Innisfree,Facial Essence,Beauty Makeup,2018-03-10
92089,937540,61668,3,Other,Candy,Food,2018-04-14
70155,1506877,134801,1,HLA,Coat,Clothes,2018-03-30
64436,394317,202259,1,Other,Coat,Clothes,2018-02-03
105566,1445228,315624,1,Haier,Refrigerator,Household Eletric Appliance,2018-02-20
56332,271192,248051,1,Huawei,Phone,Electronics,2018-03-06
122605,233137,111172,1,Microsoft,Xbox,Electronics,2018-03-07
11208,1093516,354253,1,Other,Face Cream,Beauty Makeup,2018-02-04
63222,223609,114177,1,Apple,Phone,Electronics,2018-04-03
93588,251140,68797,3,Redmi,Phone,Electronics,2018-04-11
171939,448906,142519,1,Vichy,Perfume,Beauty Makeup,2018-02-09
121163,1189173,372996,1,Redmi,Phone,Electronics,2018-03-24
125112,1016588,108194,1,Vivo,Phone,Electronics,2018-04-13
170426,670557,139411,1,H&M,Coat,Clothes,2018-02-21
91753,459391,93767,5,Opple,Light,Furniture,2018-02-08
152850,779836,34028,1,ERKE,Running Shoes,Outdoor Sports,2018-04-10
116272,129603,183460,1,SEPTWOLVES,Coat,Clothes,2018-04-01
129426,618756,251039,1,Other,Coat,Clothes,2018-02-01
156178,1065370,276490,1,Apple,Tablet,Electronics,2018-03-08
80847,1115685,132910,1,Lancome,Makerup Water,Beauty Makeup,2018-03-18
163185,192794,142398,1,Other,Coat,Clothes,2018-04-10
53323,81694,278017,1,Other,Coat,Clothes,2018-03-21
138686,550286,326391,1,Sumsung,Phone,Electronics,2018-02-09
86000,667521,187919,1,DELL,Notebook,Electronics,2018-04-12
130524,753945,101859,1,Huawei,Phone,Electronics,2018-02-11
19314,141449,134849,1,Other,Milk,Food,2018-03-22
173862,815389,308057,1,Nikon,Digital Camera,Electronics,2018-02-07
23754,458095,79912,1,Joyoung,Induction Cooker,Household Eletric Appliance,2018-02-04
134022,1085890,333838,1,Apple,Phone,Electronics,2018-03-13
28923,1603855,321673,1,Chando ,Foundation Make-up,Beauty Makeup,2018-02-10
137244,429043,20648,1,Sumsung,Phone,Electronics,2018-02-28
163946,1520644,13251,1,Playboy,Coat,Clothes,2018-02-12
3826,1331482,191311,1,Apple,Phone,Electronics,2018-03-20
92193,1083818,121025,2,Lipton,Tea,Food,2018-03-06
13898,140939,96406,4,Other,Makerup Water,Beauty Makeup,2018-03-09
72182,813709,327319,1,Other,Facial Essence,Beauty Makeup,2018-02-01
92406,997918,73898,3,Midea,Induction Cooker,Household Eletric Appliance,2018-04-09
83593,362064,302172,1,Olay,Face Cream,Beauty Makeup,2018-03-09
53548,114164,105572,1,Other,Coat,Clothes,2018-03-12
67576,76099,65328,1,LittleSwan,Washing Machine,Household Eletric Appliance,2018-02-14
96438,319527,98411,3,LukFook,Necklace,Jewellery Accessories,2018-04-13
50172,1426201,344719,1,LukFook,Ring,Jewellery Accessories,2018-03-05
86668,1157607,208207,1,Other,Milk,Food,2018-03-23
135400,1087247,201159,1,Lipton,Tea,Food,2018-02-04
143906,1584105,162153,1,Apple,Tablet,Electronics,2018-02-01
22737,95123,2100,1,Nikon,Digital Camera,Electronics,2018-02-25
48240,715040,55086,1,Huawei,Phone,Electronics,2018-03-13
141640,1054677,60452,1,Lipton,Tea,Food,2018-02-09
41106,11312,178576,1,BE&CHERRY,Nut,Food,2018-03-30
88195,1409897,317929,1,Opple,Light,Furniture,2018-03-09
157740,952328,90381,1,H&M,Coat,Clothes,2018-04-12
177150,514090,95057,1,Playboy,Coat,Clothes,2018-03-17
107394,879811,62526,1,Other,Phone,Electronics,2018-04-05
176454,1231607,71546,1,Microsoft,Xbox,Electronics,2018-03-29
54718,1027364,176401,1,Huawei,Phone,Electronics,2018-03-26
125989,1604840,255019,1,Other,Coat,Clothes,2018-02-14
17716,49664,152562,1,Quanyou,Bed,Furniture,2018-02-25
145152,802400,280188,1,Lipton,Tea,Food,2018-03-06
179178,1345117,130756,1,Apple,Tablet,Electronics,2018-02-03
19999,991510,365724,1,Kuka,Sofa,Furniture,2018-04-01
69877,215806,275500,1,Other,Eye Shadow,Beauty Makeup,2018-02-12
1819,1333926,63161,1,Lenovo,Notebook,Electronics,2018-02-08
176494,1459888,185873,1,Other,Coat,Clothes,2018-03-07
70341,636968,53416,1,Other,Foundation Make-up,Beauty Makeup,2018-03-01
168739,555097,49621,1,Estee Lauder,Foundation Make-up,Beauty Makeup,2018-03-29
170550,1010890,275311,1,illuma,Milk Power,Mother and Infant,2018-03-08
57806,789816,95019,1,Gree,Air Conditioner,Household Eletric Appliance,2018-02-22
145705,185843,138184,1,Other,Candy,Food,2018-03-06
31565,1376696,184165,1,Other,Coat,Clothes,2018-02-03
87766,1018145,304595,1,Apple,Phone,Electronics,2018-03-30
126888,261728,4013,1,Apple,Phone,Electronics,2018-02-09
49856,446493,199489,1,Loreal,Facial Essence,Beauty Makeup,2018-04-07
141989,1255317,4133,1,Apple,Tablet,Electronics,2018-03-19
131318,1281076,252592,1,Nikon,Digital Camera,Electronics,2018-04-14
63387,1592725,277084,1,Other,Coat,Clothes,2018-02-04
179887,1390997,101413,1,Innisfree,Sunscreen Cream,Beauty Makeup,2018-03-24
133503,1397198,141584,1,Lenovo,Notebook,Electronics,2018-03-07
73829,1603470,64792,4,Innisfree,Face Cream,Beauty Makeup,2018-03-01
15613,154130,208782,4,Chow Taiseng,Bracelet,Jewellery Accessories,2018-03-24
145118,1190821,312851,1,Lipton,Tea,Food,2018-02-07
70089,434316,260097,1,Kuka,Bed,Furniture,2018-03-02
35626,511771,282974,1,Lays,Potatio Chips,Food,2018-03-03
4844,293260,349836,1,Huawei,Phone,Electronics,2018-03-01
75647,1167413,6158,4,H&M,Coat,Clothes,2018-03-14
127874,1426771,325371,1,Other,Phone,Electronics,2018-03-17
66196,574864,78161,1,Apple,Phone,Electronics,2018-02-06
174588,1221546,43609,1,H&M,Coat,Clothes,2018-02-11
54993,177694,142398,1,Other,Coat,Clothes,2018-02-02
78563,118214,253192,1,Haier,Washing Machine,Household Eletric Appliance,2018-02-27
156145,601877,132373,1,Microsoft,Xbox,Electronics,2018-03-22
100979,1076090,206760,1,Nestle,Coffee,Food,2018-02-25
149869,148149,19933,1,Midea,Induction Cooker,Household Eletric Appliance,2018-02-05
128164,32760,147423,1,Lipton,Tea,Food,2018-02-22
36272,11634,71601,1,Innisfree,Sunscreen Cream,Beauty Makeup,2018-03-12
157311,889926,97463,1,Huawei,Phone,Electronics,2018-03-22
105153,288933,59195,1,Sony,Digital Camera,Electronics,2018-03-06
134161,1236575,324872,1,Ton Lion,Coat,Clothes,2018-03-26
107871,265060,278498,1,Huawei,Phone,Electronics,2018-02-17
54679,1057757,232680,1,ZARA,Coat,Clothes,2018-04-07
